rowid;fpl_hostname;fpl_letter;fpl_name;fpl_discmethod;fpl_controvflag;fpl_disc;fpl_orbper;fpl_smax;fpl_eccen;fpl_bmasse;fpl_bmassj;fpl_bmassprov;fpl_rade;fpl_radj;fpl_rads;fpl_dens;fpl_eqt;fpl_insol;fpl_tranflag;fpl_cbflag;fpl_snum;ra_str;ra;dec_str;dec;fst_dist;fst_optmag;fst_optmagband;fst_nirmag;fst_nirmagband;fst_spt;fst_teff;fst_logg;fst_lum;fst_mass;fst_rad;fst_met;fst_metratio;fst_age
617;HD 211970;b;HD 211970 b;Radial Velocity;0;2019;2.520.100.000;0.143000;0.150000;1.300.000;0.04090;Msini;3.660;0.327;0.034;146.000;;;0;0;1;22h22m16.21s;335.567.535;-54d33m38.2s;-54.560.619;13.00;8.990;V (Johnson);5.663;Ks (2MASS);K7 V;4127.00;;-1.065;0.61;0.57;;;
618;HD 212301;b;HD 212301 b;Radial Velocity;0;2005;224.571.000;0.030000;0.000000;16.209.330;0.51000;Msini;14.200;1.270;0.130;0.31100;;;0;0;2;22h27m30.92s;336.878.845;-77d43m04.5s;-77.717.926;54.32;7.764;V (Johnson);6.466;Ks (2MASS);F8 V;6239.00;4.50;0.281;1.55;1.16;0.180;[Fe/H];1.000
619;HD 212771;b;HD 212771 b;Radial Velocity;0;2009;38.070.000.000;1.190.000;0.076000;75.961.370;239.000;Msini;13.300;1.180;0.122;177.000;;;0;0;1;22h27m03.07s;336.762.787;-17d15m49.2s;-17.263.659;111.51;7.600;V (Johnson);5.496;Ks (2MASS);G8 IV;5003.00;3.31;1.063;1.56;5.27;0.130;[Fe/H];1.920
620;HD 213240;b;HD 213240 b;Radial Velocity;0;2001;88.270.001.000;1.890.000;0.420000;177.349.140;558.000;Msini;12.800;1.140;0.117;465.000;;;0;0;1;22h31m00.37s;337.751.526;-49d25m59.8s;-49.433.270;40.92;6.814;V (Johnson);5.354;Ks (2MASS);G0/1 V;5979.00;4.27;0.429;1.57;1.51;0.150;[Fe/H];4.600
621;HD 21411;b;HD 21411 b;Radial Velocity;0;2019;8.428.800.000;0.362000;0.400000;6.590.000;0.20734;Msini;9.520;0.850;0.087;0.42000;;;0;0;1;03h26m11.12s;51.546.322;-30d37m04.1s;-30.617.809;29.16;7.885;V (Johnson);6.131;Ks (2MASS);G8 V;5605.00;4.51;-0.266;0.89;0.78;-0.260;[Fe/H];
622;HD 214823;b;HD 214823 b;Radial Velocity;0;2016;185.440.000.000;3.230.000;0.164100;645.194.900;2.030.000;Msini;12.100;1.080;0.111;2.000.000;;;0;0;1;22h40m19.87s;340.082.794;+31d47m15.3s;31.787.594;101.66;8.060;V (Johnson);6.640;Ks (2MASS);G0;5933.00;4.05;0.670;1.31;2.04;0.140;[Fe/H];4.340
623;HD 215152;b;HD 215152 b;Radial Velocity;0;2018;575.999.000;0.057638;0.000000;181.900;0.00572;Msini;1.190;0.106;0.011;593.000;;;0;0;1;22h43m21.30s;340.838.745;-06d24m03.0s;-6.400.821;21.61;8.110;V (Johnson);5.775;Ks (2MASS);K3 V;4935.00;4.40;-0.523;0.77;0.73;-0.100;[Fe/H];
624;HD 215152;c;HD 215152 c;Radial Velocity;0;2018;728.243.000;0.067393;0.000000;172.000;0.00541;Msini;1.170;0.105;0.011;590.000;;;0;0;1;22h43m21.30s;340.838.745;-06d24m03.0s;-6.400.821;21.61;8.110;V (Johnson);5.775;Ks (2MASS);K3 V;4935.00;4.40;-0.523;0.77;0.73;-0.100;[Fe/H];
625;HD 215152;d;HD 215152 d;Radial Velocity;0;2018;1.086.499.000;0.087990;0.000000;280.100;0.00881;Msini;1.480;0.132;0.014;475.000;;;0;0;1;22h43m21.30s;340.838.745;-06d24m03.0s;-6.400.821;21.61;8.110;V (Johnson);5.775;Ks (2MASS);K3 V;4935.00;4.40;-0.523;0.77;0.73;-0.100;[Fe/H];
626;HD 215152;e;HD 215152 e;Radial Velocity;0;2018;2.519.670.000;0.154170;0.000000;287.700;0.00905;Msini;1.510;0.134;0.014;459.000;;;0;0;1;22h43m21.30s;340.838.745;-06d24m03.0s;-6.400.821;21.61;8.110;V (Johnson);5.775;Ks (2MASS);K3 V;4935.00;4.40;-0.523;0.77;0.73;-0.100;[Fe/H];
627;HD 215497;b;HD 215497 b;Radial Velocity;0;2009;393.404.000;0.050000;0.160000;635.660;0.02000;Msini;2.400;0.214;0.022;253.000;;;0;0;1;22h46m36.75s;341.653.137;-56d35m58.3s;-56.599.533;40.59;8.960;V (Johnson);6.784;Ks (2MASS);K3 V;5110.00;4.40;-0.342;0.67;0.85;0.200;[Fe/H];7.000
628;HD 215497;c;HD 215497 c;Radial Velocity;0;2009;56.794.000.000;1.282.000;0.490000;10.430.000;0.33000;Msini;12.500;1.110;0.114;0.29300;;;0;0;1;22h46m36.75s;341.653.137;-56d35m58.3s;-56.599.533;40.59;8.960;V (Johnson);6.784;Ks (2MASS);K3 V;5110.00;4.40;-0.342;0.67;0.85;0.200;[Fe/H];7.000
629;HD 216435;b;HD 216435 b;Radial Velocity;0;2002;131.100.000.000;2.560.000;0.070000;40.040.000;126.000;Msini;13.700;1.220;0.125;0.85600;;;0;0;1;22h53m37.93s;343.408.051;-48d35m53.8s;-48.598.286;33.01;6.030;V (Johnson);4.612;Ks (2MASS);G0 V;5999.00;4.15;0.557;1.30;1.80;0.244;[Fe/H];3.000
630;HD 216437;b;HD 216437 b;Radial Velocity;0;2002;133.428.000.000;2.497.000;0.317000;70.653.609;222.300;Msini;13.300;1.190;0.122;165.000;;;0;0;1;22h54m39.48s;343.664.520;-70d04m25.3s;-70.073.708;26.71;6.057;V (Johnson);4.518;Ks (2MASS);G2/3 IV;5909.00;4.19;0.370;1.17;1.39;0.200;[Fe/H];4.750
631;HD 216536;b;HD 216536 b;Radial Velocity;0;2015;14.860.001.000;0.610000;0.380000;33.372.150;105.000;Msini;13.800;1.230;0.126;0.69800;;;0;0;1;22h53m03.98s;343.266.598;+44d28m39.9s;44.477.753;380.33;9.230;V (Johnson);6.496;Ks (2MASS);K0;4639.00;2.36;1.559;0.81;9.83;-0.170;[Fe/H];3.800
632;HD 216770;b;HD 216770 b;Radial Velocity;0;2003;11.845.000.000;0.460000;0.370000;18.116.310;0.57000;Msini;14.100;1.260;0.130;0.35500;;;0;0;1;22h55m53.71s;343.973.785;-26d39m31.5s;-26.658.764;36.70;8.094;V (Johnson);6.311;Ks (2MASS);K0 V;5399.00;4.37;-0.150;0.74;0.93;0.270;[Fe/H];1.000
633;HD 21693;b;HD 21693 b;Radial Velocity;0;2019;2.267.860.000;0.145500;0.120000;823.000;0.02590;Msini;2.800;0.250;0.026;206.000;;;0;0;1;03h27m12.48s;51.802.010;-58d19m25.3s;-58.323.681;32.38;7.950;V (Johnson);6.193;Ks (2MASS);G8 V;5430.00;4.37;-0.208;0.80;0.91;0.000;[Fe/H];
634;HD 21693;c;HD 21693 c;Radial Velocity;0;2019;5.373.570.000;0.258600;0.070000;1.737.000;0.05470;Msini;4.340;0.387;0.040;117.000;;;0;0;1;03h27m12.48s;51.802.010;-58d19m25.3s;-58.323.681;32.38;7.950;V (Johnson);6.193;Ks (2MASS);G8 V;5430.00;4.37;-0.208;0.80;0.91;0.000;[Fe/H];
635;HD 217107;b;HD 217107 b;Radial Velocity;0;1998;712.682.000;0.080000;0.130000;41.317.900;130.000;Msini;13.600;1.220;0.125;0.90300;;;0;0;1;22h58m15.54s;344.564.758;-02d23m43.4s;-2.395.385;20.07;6.160;V (Johnson);4.536;Ks (2MASS);G8 IV;5622.00;4.34;0.100;1.00;1.11;0.360;[Fe/H];5.840
636;HD 217107;c;HD 217107 c;Radial Velocity;0;2005;427.000.000.000;5.320.000;0.517000;82.632.000;260.000;Msini;13.200;1.180;0.121;197.000;;;0;0;1;22h58m15.54s;344.564.758;-02d23m43.4s;-2.395.385;20.07;6.160;V (Johnson);4.536;Ks (2MASS);G8 IV;5622.00;4.34;0.100;1.00;1.11;0.360;[Fe/H];5.840
637;GJ 143;c;HD 21749 c;Transit;0;2019;778.993.000;0.069500;;370.000;0.01164;Mass;0.892;0.080;0.008;3.193.000;701;;1;0;1;03h26m59.22s;51.746.769;-63d29m56.8s;-63.499.100;16.33;7.870;V (Johnson);5.375;Ks (2MASS);K4.5;4640.00;4.61;-0.686;0.73;0.69;0.003;[Fe/H];3.800
638;HD 217786;b;HD 217786 b;Radial Velocity;0;2011;131.900.000.000;2.380.000;0.400000;413.162.000;1.300.000;Msini;12.300;1.100;0.113;1.220.000;;;0;0;2;23h03m08.20s;345.784.180;-00d25m46.6s;-0.429622;54.80;7.800;V (Johnson);6.352;Ks (2MASS);F8 V;5966.00;4.35;0.276;1.02;1.27;-0.135;[Fe/H];7.600
639;HD 217850;b;HD 217850 b;Radial Velocity;0;2018;350.130.000.000;4.560.000;0.762100;686.512.800;2.160.000;Msini;12.100;1.080;0.111;2.130.000;;;0;0;1;23h02m36.67s;345.652.771;+58d52m33.3s;58.875.927;65.90;8.520;V (Johnson);6.793;Ks (2MASS);G8 V;5544.00;;0.100;1.03;1.21;0.260;[Fe/H];7.590
640;HD 218566;b;HD 218566 b;Radial Velocity;0;2010;22.570.000.000;0.690000;0.300000;6.356.600;0.20000;Msini;9.320;0.832;0.086;0.43100;;;0;0;1;23h09m10.73s;347.294.708;-02d15m38.7s;-2.260.742;28.85;8.628;V (Johnson);6.223;Ks (2MASS);K3 V;4730.00;4.46;-0.458;0.76;0.85;0.280;[Fe/H];8.500
641;HD 219077;b;HD 219077 b;Radial Velocity;0;2012;550.100.000.000;6.220.000;0.770000;330.211.000;1.039.000;Msini;12.500;1.110;0.114;929.000;;;0;0;1;23h14m06.58s;348.527.435;-62d42m00.0s;-62.700.005;29.21;6.120;V (Johnson);4.287;Ks (2MASS);G8 V;5362.00;4.00;0.425;1.05;1.91;-0.130;[Fe/H];8.900
642;HD 219134;b;HD 219134 b;Radial Velocity;0;2015;309.292.600;0.038760;0.000000;474.000;0.01491;Mass;1.602;0.143;0.015;634.000;1015;176.20;1;0;1;23h13m16.98s;348.320.740;+57d10m06.1s;57.168.354;6.53;5.570;V (Johnson);3.261;Ks (2MASS);K3 V;4699.00;4.57;-0.577;0.81;0.78;0.110;[Fe/H];11.000
643;HD 219134;c;HD 219134 c;Radial Velocity;0;2015;676.458.000;0.065300;0.062000;436.000;0.01372;Mass;1.511;0.135;0.014;695.000;782;62.10;1;0;1;23h13m16.98s;348.320.740;+57d10m06.1s;57.168.354;6.53;5.570;V (Johnson);3.261;Ks (2MASS);K3 V;4699.00;4.57;-0.577;0.81;0.78;0.110;[Fe/H];11.000
644;HD 219134;d;HD 219134 d;Radial Velocity;0;2015;4.685.900.000;0.237000;0.138000;1.617.000;0.05088;Mass;1.610;0.144;0.015;;411;4.72;0;0;1;23h13m16.98s;348.320.740;+57d10m06.1s;57.168.354;6.53;5.570;V (Johnson);3.261;Ks (2MASS);K3 V;4699.00;4.57;-0.577;0.81;0.78;0.110;[Fe/H];11.000
645;HD 219134;f;HD 219134 f;Radial Velocity;1;2015;2.271.700.000;0.146300;0.148000;730.000;0.02297;Mass;1.310;0.117;0.012;;523;12.38;0;0;1;23h13m16.98s;348.320.740;+57d10m06.1s;57.168.354;6.53;5.570;V (Johnson);3.261;Ks (2MASS);K3 V;4699.00;4.57;-0.577;0.81;0.78;0.110;[Fe/H];11.000
646;HD 219134;g;HD 219134 g;Radial Velocity;0;2015;9.420.000.000;0.375300;0.000000;1.080.622;0.03400;Msini;3.280;0.293;0.030;168.000;;;0;0;1;23h13m16.98s;348.320.740;+57d10m06.1s;57.168.354;6.53;5.570;V (Johnson);3.261;Ks (2MASS);K3 V;4699.00;4.57;-0.577;0.81;0.78;0.110;[Fe/H];11.000
647;HD 219134;h;HD 219134 h;Radial Velocity;0;2015;224.700.000.000;3.110.000;0.060000;10.806.220;0.34000;Msini;12.700;1.140;0.117;0.29000;;;0;0;1;23h13m16.98s;348.320.740;+57d10m06.1s;57.168.354;6.53;5.570;V (Johnson);3.261;Ks (2MASS);K3 V;4699.00;4.57;-0.577;0.81;0.78;0.110;[Fe/H];11.000
648;HD 219415;b;HD 219415 b;Radial Velocity;0;2012;209.330.000.000;3.200.000;0.400000;31.783.000;100.000;Msini;13.800;1.230;0.127;0.66500;;;0;0;1;23h14m53.83s;348.724.278;+56d43m49.2s;56.730.328;165.97;8.940;V (Johnson);6.421;Ks (2MASS);K0 III;4820.00;3.51;0.620;1.00;2.90;-0.040;[Fe/H];7.233
649;HD 219666;b;HD 219666 b;Transit;0;2018;603.607.000;0.063560;0.000000;1.660.000;0.05223;Mass;4.710;0.420;0.043;0.87000;1073;;1;0;1;23h18m13.630s;349.556.792;-56d54m13.630s;-56.903.786;94.43;9.650;G (Gaia);8.158;Ks (2MASS);;5527.00;4.40;-0.028;0.92;1.03;0.040;[Fe/H];10.000
650;HD 219828;b;HD 219828 b;Radial Velocity;0;2007;383.492.000;0.050700;0.101000;2.097.678;0.06600;Msini;4.850;0.433;0.044;101.000;;;0;0;1;23h18m46.74s;349.694.733;+18d38m44.6s;18.645.720;73.27;8.040;V (Johnson);6.530;Ks (2MASS);G0 IV;5807.00;4.17;0.420;1.18;1.61;0.180;[Fe/H];5.690
651;HD 219828;c;HD 219828 c;Radial Velocity;0;2016;468.200.000.000;5.790.000;0.810200;464.031.800;1.460.000;Msini;12.300;1.090;0.112;1.370.000;;;0;0;1;23h18m46.74s;349.694.733;+18d38m44.6s;18.645.720;73.27;8.040;V (Johnson);6.530;Ks (2MASS);G0 IV;5807.00;4.17;0.420;1.18;1.61;0.180;[Fe/H];5.690
652;HD 220074;b;HD 220074 b;Radial Velocity;0;2012;67.209.998.000;1.600.000;0.140000;528.869.120;1.664.000;Msini;12.200;1.090;0.112;1.600.000;;;0;0;1;23h20m14.38s;350.059.906;+61d58m12.5s;61.970.127;327.41;6.400;V (Johnson);2.006;Ks (2MASS);M2 III;3787.00;1.30;2.894;2.20;54.92;-0.250;[Fe/H];4.500
653;HD 220689;b;HD 220689 b;Radial Velocity;0;2012;226.640.000.000;3.396.000;0.054000;35.533.394;111.800;Msini;13.700;1.230;0.126;0.75900;;;0;0;1;23h25m52.99s;351.470.795;-20d36m57.7s;-20.616.030;46.94;7.795;V (Johnson);6.326;Ks (2MASS);G3 V;5921.00;4.36;0.173;1.02;1.07;-0.070;[Fe/H];4.586
654;HD 220773;b;HD 220773 b;Radial Velocity;0;2011;372.470.000.000;4.940.000;0.510000;46.080.000;145.000;Msini;13.600;1.210;0.124;101.000;;;0;0;1;23h26m27.44s;351.614.349;+08d38m37.8s;8.643.845;49.00;7.093;V (Johnson);5.651;Ks (2MASS);F9;5940.00;4.24;0.498;1.16;1.68;0.090;[Fe/H];4.400
655;HD 220842;b;HD 220842 b;Radial Velocity;0;2016;21.847.000.000;0.740000;0.404000;101.069.940;318.000;Msini;13.100;1.170;0.120;247.000;;;0;0;1;23h26m36.99s;351.654.114;+56d53m11.5s;56.886.528;62.50;7.990;V (Johnson);6.555;Ks (2MASS);F8;5960.00;4.24;0.357;1.13;1.42;-0.170;[Fe/H];
656;HD 221287;b;HD 221287 b;Radial Velocity;0;2007;45.610.000.000;1.250.000;0.080000;98.205.000;309.000;Msini;13.100;1.170;0.120;240.000;;;0;0;1;23h31m20.34s;352.834.747;-58d12m35.0s;-58.209.732;56.01;7.807;V (Johnson);6.569;Ks (2MASS);F7 V;6304.00;4.43;0.220;1.25;1.21;-0.030;[Fe/H];1.300
